# 2km 경쟁점 폐업 대조 — 판정칸(영업/폐업/모름)은 비어 있다. 채우지 않은 칸은 '모름'이다.
등급,매장명,매장코드,구분,거리m,상호,주소,위도,경도,공식DB,같은자리의심,카카오맵링크,판정,메모
-,청주지웰시티점,20230915402,500m안,44,레드포스PC아레나 청주복대점,충북 청주시 흥덕구 대신로73번길 39,36.639480,127.433183,,탑스타PC / G7 PC방,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC%EC%95%84%EB%A0%88%EB%82%98%20%EC%B2%AD%EC%A3%BC%EB%B3%B5%EB%8C%80%EC%A0%90,36.6394799215468,127.433182691174",,
-,청주지웰시티점,20230915402,500m안,44,탑스타PC,충북 청주시 흥덕구 대신로73번길 39,36.639481,127.433182,탑스타PC방,레드포스PC아레나 청주복대점 / G7 PC방,"https://map.kakao.com/link/map/%ED%83%91%EC%8A%A4%ED%83%80PC,36.6394808267438,127.433181578063",,
-,청주지웰시티점,20230915402,500m안,66,G7 PC방,충북 청주시 흥덕구 대신로73번길 41,36.639410,127.432940,G7,레드포스PC아레나 청주복대점 / 탑스타PC,"https://map.kakao.com/link/map/G7%20PC%EB%B0%A9,36.639409615804226,127.43293965230815",,
B,청주대점,20240412409,500m밖,554,피시인,충북 청주시 청원구 수암로 99,36.651119,127.493535,,PC인클럽,"https://map.kakao.com/link/map/%ED%94%BC%EC%8B%9C%EC%9D%B8,36.6511193288068,127.4935347037",,
B,청주대점,20240412409,500m밖,577,PC인클럽,충북 청주시 청원구 수암로 98-3,36.651118,127.493790,,피시인,"https://map.kakao.com/link/map/PC%EC%9D%B8%ED%81%B4%EB%9F%BD,36.6511182720911,127.493789680149",,
B,청주대점,20240412409,500m밖,660,평화PC,충북 청주시 청원구 향군로108번길 23,36.655102,127.483105,,,"https://map.kakao.com/link/map/%ED%8F%89%ED%99%94PC,36.6551018064347,127.483105268829",,
C,청주대점,20240412409,500m밖,703,수PC스테이션 청대점,충북 청주시 청원구 상당로302번길 133,36.653391,127.494269,,,"https://map.kakao.com/link/map/%EC%88%98PC%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98%20%EC%B2%AD%EB%8C%80%EC%A0%90,36.6533907230806,127.494269436453",,
C,청주대점,20240412409,500m밖,813,더샾PC방,충북 청주시 청원구 내덕로 11,36.656144,127.481971,,,"https://map.kakao.com/link/map/%EB%8D%94%EC%83%BEPC%EB%B0%A9,36.6561444980781,127.48197099437",,
C,청주대점,20240412409,500m밖,949,스타PC,충북 청주시 흥덕구 흥덕로162번길 13,36.647639,127.477311,,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%83%80PC,36.6476386109159,127.477310600126",,
C,청주대점,20240412409,500m밖,982,황제PC,충북 청주시 서원구 사운로 170-1,36.644260,127.479352,,,"https://map.kakao.com/link/map/%ED%99%A9%EC%A0%9CPC,36.6442601993672,127.479351804663",,
C,청주대점,20240412409,500m밖,985,비엔나PC방 사직점,충북 청주시 서원구 사북로 80,36.643760,127.479926,,,"https://map.kakao.com/link/map/%EB%B9%84%EC%97%94%EB%82%98PC%EB%B0%A9%20%EC%82%AC%EC%A7%81%EC%A0%90,36.6437604663164,127.479925720718",,
C,청주대점,20240412409,500m밖,1035,본PC스테이션,충북 청주시 흥덕구 사운로 215,36.647733,127.476278,,,"https://map.kakao.com/link/map/%EB%B3%B8PC%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98,36.6477328572024,127.476277873269",,
C,청주대점,20240412409,500m밖,1064,와와PC방,충북 청주시 청원구 안덕벌로52번길 109,36.655779,127.497157,,,"https://map.kakao.com/link/map/%EC%99%80%EC%99%80PC%EB%B0%A9,36.6557793039088,127.497156793071",,
C,청주대점,20240412409,500m밖,1072,대박PC,충북 청주시 흥덕구 운천로4번길 17,36.649838,127.475432,,,"https://map.kakao.com/link/map/%EB%8C%80%EB%B0%95PC,36.6498376639749,127.475431957474",,
C,청주대점,20240412409,500m밖,1075,슈퍼스타PC방,충북 청주시 흥덕구 흥덕로 152-2,36.647540,127.475874,,,"https://map.kakao.com/link/map/%EC%8A%88%ED%8D%BC%EC%8A%A4%ED%83%80PC%EB%B0%A9,36.6475398275117,127.475874097944",,
C,청주대점,20240412409,500m밖,1118,파란PC방,충북 청주시 흥덕구 사운로 244-1,36.649941,127.474918,,,"https://map.kakao.com/link/map/%ED%8C%8C%EB%9E%80PC%EB%B0%A9,36.6499406397527,127.474918158141",,
C,청주대점,20240412409,500m밖,1131,킹골드PC,충북 청주시 흥덕구 사운로 239,36.649345,127.474822,,,"https://map.kakao.com/link/map/%ED%82%B9%EA%B3%A8%EB%93%9CPC,36.6493453796492,127.474821682171",,
C,청주대점,20240412409,500m밖,1164,비트PC방 청주운천점,충북 청주시 흥덕구 사운로 252,36.650502,127.474393,,,"https://map.kakao.com/link/map/%EB%B9%84%ED%8A%B8PC%EB%B0%A9%20%EC%B2%AD%EC%A3%BC%EC%9A%B4%EC%B2%9C%EC%A0%90,36.65050233343659,127.47439263281262",,
C,청주대점,20240412409,500m밖,1219,킹PC,충북 청주시 청원구 충청대로 41,36.660971,127.490498,,,"https://map.kakao.com/link/map/%ED%82%B9PC,36.66097125568532,127.49049825431455",,
C,청주대점,20240412409,500m밖,1363,엉클PC,충북 청주시 청원구 안덕벌로102번길 2,36.658145,127.499128,,,"https://map.kakao.com/link/map/%EC%97%89%ED%81%B4PC,36.658144621426274,127.49912816866919",,
C,청주대점,20240412409,500m밖,1434,꿀PC방,충북 청주시 서원구 사운로 114,36.639157,127.479217,,,"https://map.kakao.com/link/map/%EA%BF%80PC%EB%B0%A9,36.6391567533674,127.479217312367",,
C,청주대점,20240412409,500m밖,1450,테크런 청주점,충북 청주시 상당구 중앙로 1-1,36.637245,127.488822,,,"https://map.kakao.com/link/map/%ED%85%8C%ED%81%AC%EB%9F%B0%20%EC%B2%AD%EC%A3%BC%EC%A0%90,36.63724518866045,127.48882153949295",,
C,청주대점,20240412409,500m밖,1603,PC태그,충북 청주시 상당구 성안로 13,36.635918,127.489493,,,"https://map.kakao.com/link/map/PC%ED%83%9C%EA%B7%B8,36.6359177735711,127.489492975625",,
C,청주대점,20240412409,500m밖,1709,쿵스게임랜드 청주점,충북 청주시 상당구 성안로 19-2,36.634951,127.489480,,,"https://map.kakao.com/link/map/%EC%BF%B5%EC%8A%A4%EA%B2%8C%EC%9E%84%EB%9E%9C%EB%93%9C%20%EC%B2%AD%EC%A3%BC%EC%A0%90,36.634950915687426,127.48948015093329",,
C,청주대점,20240412409,500m밖,1783,피시태그 율량점,충북 청주시 청원구 1순환로 144,36.664562,127.496529,,,"https://map.kakao.com/link/map/%ED%94%BC%EC%8B%9C%ED%83%9C%EA%B7%B8%20%EC%9C%A8%EB%9F%89%EC%A0%90,36.6645624780943,127.496528729418",,
C,청주대점,20240412409,500m밖,1790,레드포스PC아레나 청주율량점,충북 청주시 청원구 1순환로 142,36.664512,127.496827,,슈팅존스크린사격,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC%EC%95%84%EB%A0%88%EB%82%98%20%EC%B2%AD%EC%A3%BC%EC%9C%A8%EB%9F%89%EC%A0%90,36.6645116722089,127.496827053502",,
C,청주대점,20240412409,500m밖,1792,슈팅존스크린사격,충북 청주시 청원구 1순환로 142,36.664534,127.496823,,레드포스PC아레나 청주율량점,"https://map.kakao.com/link/map/%EC%8A%88%ED%8C%85%EC%A1%B4%EC%8A%A4%ED%81%AC%EB%A6%B0%EC%82%AC%EA%B2%A9,36.6645342183571,127.496822724248",,
C,청주대점,20240412409,500m밖,1859,맥PC,충북 청주시 청원구 율량로190번길 53,36.665599,127.495816,,,"https://map.kakao.com/link/map/%EB%A7%A5PC,36.6655990353312,127.495816155905",,
C,청주대점,20240412409,500m밖,1882,팡팡배틀존,충북 청주시 청원구 율량로202번길 30,36.665291,127.497189,,,"https://map.kakao.com/link/map/%ED%8C%A1%ED%8C%A1%EB%B0%B0%ED%8B%80%EC%A1%B4,36.66529143633572,127.4971888835356",,
C,청주대점,20240412409,500m밖,1908,제이에이치제이컴퍼니,충북 청주시 청원구 율봉로94번길 9,36.666496,127.480360,,맥PC카페 사천점,"https://map.kakao.com/link/map/%EC%A0%9C%EC%9D%B4%EC%97%90%EC%9D%B4%EC%B9%98%EC%A0%9C%EC%9D%B4%EC%BB%B4%ED%8D%BC%EB%8B%88,36.6664959174942,127.480359914893",,
C,청주대점,20240412409,500m밖,1912,맥PC카페 사천점,충북 청주시 청원구 율봉로94번길 9,36.666504,127.480254,,제이에이치제이컴퍼니,"https://map.kakao.com/link/map/%EB%A7%A5PC%EC%B9%B4%ED%8E%98%20%EC%82%AC%EC%B2%9C%EC%A0%90,36.6665035548449,127.480253698154",,
C,청주대점,20240412409,500m밖,1959,비오비피씨(BOBPC)방 율량점,충북 청주시 청원구 율봉로 97,36.666907,127.480094,,,"https://map.kakao.com/link/map/%EB%B9%84%EC%98%A4%EB%B9%84%ED%94%BC%EC%94%A8(BOBPC)%EB%B0%A9%20%EC%9C%A8%EB%9F%89%EC%A0%90,36.6669070010543,127.480094011352",,
-,청주대점,20240412409,500m안,100,PC태그 청대점,충북 청주시 청원구 직지대로 879,36.651161,127.487240,피씨태그,,"https://map.kakao.com/link/map/PC%ED%83%9C%EA%B7%B8%20%EC%B2%AD%EB%8C%80%EC%A0%90,36.65116056331629,127.48723978534396",,
-,청주대점,20240412409,500m안,170,OXPC 청주대점,충북 청주시 청원구 상당로 257,36.651408,127.488702,오엑스,,"https://map.kakao.com/link/map/OXPC%20%EC%B2%AD%EC%A3%BC%EB%8C%80%EC%A0%90,36.6514077899633,127.48870191038",,
-,청주대점,20240412409,500m안,429,마카오pc방,충북 청주시 청원구 우암로 32,36.652192,127.483253,,,"https://map.kakao.com/link/map/%EB%A7%88%EC%B9%B4%EC%98%A4pc%EB%B0%A9,36.6521923749274,127.483252610861",,
B,발산역점,20251121428,500m밖,615,아이비스pc,서울 강서구 공항대로42길 16,37.557259,126.843660,,,"https://map.kakao.com/link/map/%EC%95%84%EC%9D%B4%EB%B9%84%EC%8A%A4pc,37.5572594578715,126.84365971825",,
B,발산역점,20251121428,500m밖,667,와우PC존,서울 강서구 강서로 451,37.565782,126.840304,,,"https://map.kakao.com/link/map/%EC%99%80%EC%9A%B0PC%EC%A1%B4,37.5657819910649,126.840303968609",,
B,발산역점,20251121428,500m밖,749,제로백PC 등촌점,서울 강서구 강서로 460,37.566307,126.841131,,게임팩토리PC,"https://map.kakao.com/link/map/%EC%A0%9C%EB%A1%9C%EB%B0%B1PC%20%EB%93%B1%EC%B4%8C%EC%A0%90,37.5663065855662,126.841131397109",,
C,발산역점,20251121428,500m밖,749,게임팩토리PC,서울 강서구 강서로 460,37.566307,126.841131,,제로백PC 등촌점,"https://map.kakao.com/link/map/%EA%B2%8C%EC%9E%84%ED%8C%A9%ED%86%A0%EB%A6%ACPC,37.5663065855662,126.841131397109",,
C,발산역점,20251121428,500m밖,776,긱스타PC카페,서울 강서구 공항대로 194,37.558981,126.829035,,,"https://map.kakao.com/link/map/%EA%B8%B1%EC%8A%A4%ED%83%80PC%EC%B9%B4%ED%8E%98,37.55898081215381,126.8290345805788",,
C,발산역점,20251121428,500m밖,787,놀만한곳,서울 강서구 마곡중앙6로 11,37.560948,126.828842,,,"https://map.kakao.com/link/map/%EB%86%80%EB%A7%8C%ED%95%9C%EA%B3%B3,37.5609483085013,126.828842203558",,
C,발산역점,20251121428,500m밖,789,메타PC 강서본점,서울 강서구 강서로 462,37.566612,126.841402,,,"https://map.kakao.com/link/map/%EB%A9%94%ED%83%80PC%20%EA%B0%95%EC%84%9C%EB%B3%B8%EC%A0%90,37.56661238725788,126.84140240398659",,
C,발산역점,20251121428,500m밖,898,플렉스피씨,서울 강서구 화곡로63길 93,37.558531,126.847662,,,"https://map.kakao.com/link/map/%ED%94%8C%EB%A0%89%EC%8A%A4%ED%94%BC%EC%94%A8,37.55853149112629,126.847662427035",,
C,발산역점,20251121428,500m밖,1034,레벨업PC방 내발산점,서울 강서구 강서로47길 113,37.553209,126.829861,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%EB%82%B4%EB%B0%9C%EC%82%B0%EC%A0%90,37.5532093219145,126.829861456854",,
